id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,loan_year,default_rate_indicator,income_to_loan_ratio
33160165,2014,2014-10-01,1012016,2.0,MORTGAGE,3,Low,50000,1,18000,60,2,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,10.15,B,2,31.7,5362.77,3425.8,0.0,383.78,leinster,-12637.23,0,2014,0.07904642409033877,2.7777777777777777
6596454,2013,2013-08-01,1072014,5.0,OWN,2,Low,65000,1,15550,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.9,A,1,7.24,16533.57939,15550.0,0.0,486.57,ulster,983.579389999999,0,2013,0.13883089770354906,4.180064308681672
34292569,2014,2014-11-01,1012016,10.0,RENT,1,Medium,125000,2,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.49,A,1,19.33,4281.29,3660.07,0.0,306.45,ulster,-5718.71,0,2014,0.07904642409033877,12.5
28582822,2014,2014-10-01,1072015,10.0,MORTGAGE,3,Low,57000,1,13200,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.35,C,3,12.39,14452.14,13200.0,0.0,446.99,ulster,1252.1399999999994,0,2014,0.07904642409033877,4.318181818181818
5615256,2013,2013-09-01,1082014,1.0,RENT,1,Low,47000,1,1800,36,1,INDIVIDUAL,1,major_purchase,8,Low,1,GOOD LOAN,0,10.64,B,2,19.97,1954.187812,1800.0,0.0,58.63,munster,154.1878119999999,0,2013,0.13883089770354906,26.11111111111111
27531917,2014,2014-10-01,1012016,6.05,RENT,1,Low,39000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.15,B,2,11.02,4850.7,3802.01,0.0,323.38,ulster,-5149.3,0,2014,0.07904642409033877,3.9
724971,2012,2012-02-01,1012015,0.5,MORTGAGE,3,Medium,129547,2,19200,36,1,INDIVIDUAL,1,small_business,3,High,2,GOOD LOAN,0,15.81,C,3,13.38,24209.01384,19200.0,0.0,673.22,cannught,5009.01384,0,2012,0.15946336078797657,6.747239583333333
27881980,2014,2014-09-01,1012016,6.0,RENT,1,Low,50000,1,10800,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,13.35,C,3,18.34,5485.8,3984.71,0.0,365.72,cannught,-5314.2,0,2014,0.07904642409033877,4.62962962962963
1106759,2012,2012-01-01,1102014,10.0,MORTGAGE,3,Low,60000,1,25000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.9,A,1,27.26,28139.15927,25000.0,0.0,782.26,Northern-Irl,3139.15927,0,2012,0.15946336078797657,2.4
1412526,2012,2012-07-01,1072015,10.0,RENT,1,Low,54000,1,16000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,17.77,D,4,13.97,20756.07774,16000.0,0.0,576.6,Northern-Irl,4756.077740000001,0,2012,0.15946336078797657,3.375
4445615,2013,2013-05-01,1012016,1.0,MORTGAGE,3,Low,45000,1,20050,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.98,E,5,26.72,17713.19,8009.5,0.0,553.54,munster,-2336.8100000000013,0,2013,0.13883089770354906,2.2443890274314215
1332044,2012,2012-06-01,1062015,8.0,RENT,1,Low,50400,1,3600,36,1,INDIVIDUAL,1,other,4,Low,1,GOOD LOAN,0,12.12,B,2,18.38,4311.480108,3600.0,0.0,119.78,munster,711.4801079999997,0,2012,0.15946336078797657,14.0
6156970,2013,2013-07-01,1012016,6.05,MORTGAGE,3,Medium,101000,2,6000,36,1,INDIVIDUAL,1,home_improvement,7,High,2,GOOD LOAN,0,14.33,C,3,24.7,6177.4,4809.19,0.0,206.03,ulster,177.39999999999964,0,2013,0.13883089770354906,16.833333333333332
8667337,2013,2013-11-01,1012016,10.0,RENT,1,Low,62000,1,11775,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.3,C,3,9.37,10505.4,7984.34,0.0,404.16,cannught,-1269.6000000000004,0,2013,0.13883089770354906,5.265392781316348
557710,2010,2010-08-01,1052011,5.0,MORTGAGE,3,Low,72000,1,18800,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,19.41,F,6,23.33,4426.0,1799.42,10.42,491.94,Northern-Irl,-14374.0,1,2010,0.14953933380581147,3.8297872340425534
550449,2010,2010-07-01,1012012,3.0,RENT,1,Low,58100,1,5900,60,2,INDIVIDUAL,1,other,4,High,2,BAD LOAN,1,20.9,G,7,18.82,2587.64,745.79,301.58,159.29,cannught,-3312.36,1,2010,0.14953933380581147,9.847457627118644
1296768,2012,2012-06-01,1012016,2.0,RENT,1,Low,60000,1,16000,60,2,INDIVIDUAL,1,other,4,High,2,BAD LOAN,1,14.65,C,3,4.65,15923.46,9848.69,0.0,377.71,Northern-Irl,-76.54000000000087,1,2012,0.15946336078797657,3.75
1435477,2012,2012-07-01,1052015,10.0,MORTGAGE,3,Low,36000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,17.77,D,4,8.37,12955.46346,10000.0,0.0,360.38,leinster,2955.463460000001,0,2012,0.15946336078797657,3.6
34812771,2014,2014-11-01,1012016,10.0,MORTGAGE,3,Low,61000,1,20000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.99,C,3,24.38,6355.01,3583.82,0.0,454.96,munster,-13644.99,0,2014,0.07904642409033877,3.05
3705395,2013,2013-03-01,1122013,2.0,MORTGAGE,3,Low,85000,1,21000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.9,A,1,10.48,22261.94,21000.0,0.0,666.82,munster,1261.9399999999987,0,2013,0.13883089770354906,4.0476190476190474
29664953,2014,2014-10-01,1012016,4.0,OWN,2,Low,46332,1,15700,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.99,C,3,28.83,8149.48,5702.94,0.0,544.17,ulster,-7550.52,0,2014,0.07904642409033877,2.951082802547771
27340140,2014,2014-09-01,1012016,10.0,MORTGAGE,3,Low,35000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.67,B,2,20.61,5289.12,4018.16,0.0,330.57,ulster,-4710.88,0,2014,0.07904642409033877,3.5
36341457,2014,2014-12-01,1012016,2.0,RENT,1,Low,70000,1,4000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.59,D,4,21.95,1814.2,1235.5,0.0,139.82,Northern-Irl,-2185.8,0,2014,0.07904642409033877,17.5
6819999,2013,2013-09-01,1012016,10.0,MORTGAGE,3,Low,57000,1,22000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.33,C,3,21.25,14434.44,8350.05,0.0,515.68,Northern-Irl,-7565.5599999999995,0,2013,0.13883089770354906,2.590909090909091
634092,2010,2010-12-01,1082011,4.0,OWN,2,Low,86570,1,10000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.46,D,4,23.52,10811.02,10000.0,0.0,235.08,leinster,811.0200000000004,0,2010,0.14953933380581147,8.657
3645010,2013,2013-03-01,1012016,3.0,MORTGAGE,3,Low,55000,1,9600,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,15.31,C,3,8.81,11362.74,8943.05,0.0,334.25,leinster,1762.7399999999998,0,2013,0.13883089770354906,5.729166666666667
5025207,2013,2013-05-01,1042014,10.0,MORTGAGE,3,Low,95600,1,10650,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.03,A,1,21.97,11162.29293,10650.0,0.0,324.14,ulster,512.2929299999996,0,2013,0.13883089770354906,8.976525821596244
31277008,2014,2014-10-01,1082015,8.0,RENT,1,Low,45000,1,15000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,BAD LOAN,1,12.49,B,2,16.67,3015.78,1698.23,0.0,337.4,munster,-11984.22,1,2014,0.07904642409033877,3.0
5884701,2013,2013-06-01,1102013,1.0,RENT,1,Medium,105000,2,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.88,C,3,8.49,10388.13,10000.0,0.0,350.98,munster,388.1299999999992,0,2013,0.13883089770354906,10.5
1588467,2012,2012-10-01,1052013,6.0,RENT,1,Low,45000,1,4000,36,1,INDIVIDUAL,1,other,4,Low,1,GOOD LOAN,0,10.16,B,2,11.65,4198.89,4000.0,0.0,129.37,Northern-Irl,198.89000000000033,0,2012,0.15946336078797657,11.25
707628,2011,2011-04-01,1072015,0.5,RENT,1,Low,65000,1,9000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.77,E,5,17.1,13184.36821,9000.0,0.0,222.57,ulster,4184.3682100000005,0,2011,0.15083210448704445,7.222222222222222
32359388,2014,2014-11-01,1012016,3.0,MORTGAGE,3,Low,40000,1,9100,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.98,C,3,22.97,5592.93,4442.46,0.0,310.93,leinster,-3507.0699999999997,0,2014,0.07904642409033877,4.395604395604396
8625631,2013,2013-11-01,1022015,4.0,RENT,1,Low,58000,1,15000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,16.2,C,3,15.89,7717.45,2704.46,2221.96,366.37,ulster,-7282.55,1,2013,0.13883089770354906,3.8666666666666667
28953921,2014,2014-10-01,1012016,10.0,MORTGAGE,3,Low,56222,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.99,D,4,23.48,8026.25,5345.06,0.0,534.72,ulster,-6973.75,0,2014,0.07904642409033877,3.7481333333333335
6549712,2013,2013-08-01,1072015,0.5,MORTGAGE,3,Low,80000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.55,B,2,8.01,17449.81276,15000.0,0.0,495.0,cannught,2449.8127600000007,0,2013,0.13883089770354906,5.333333333333333
25567191,2014,2014-08-01,1012016,2.0,RENT,1,Low,81000,1,28000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.99,C,3,9.47,15550.27,10917.49,0.0,970.5,leinster,-12449.73,0,2014,0.07904642409033877,2.892857142857143
29654602,2014,2014-10-01,1082015,10.0,OWN,2,Low,30000,1,13000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.35,C,3,33.76,14393.65,13000.0,0.0,298.13,leinster,1393.6499999999996,0,2014,0.07904642409033877,2.3076923076923075
26209916,2014,2014-09-01,1012016,2.0,RENT,1,Medium,111940,2,16700,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,23.43,F,6,7.83,7744.11,2764.29,0.0,474.92,cannught,-8955.89,0,2014,0.07904642409033877,6.702994011976048
743029,2011,2011-05-01,1012016,1.0,MORTGAGE,3,Low,42000,1,4500,60,2,INDIVIDUAL,1,major_purchase,8,Low,1,GOOD LOAN,0,11.99,B,2,4.83,5592.93,4102.21,0.0,100.08,cannught,1092.9300000000003,0,2011,0.15083210448704445,9.333333333333334
4215229,2013,2013-04-01,1122014,10.0,RENT,1,Low,53500,1,23675,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.0,E,5,25.91,31111.98329,23675.0,0.0,640.49,Northern-Irl,7436.98329,0,2013,0.13883089770354906,2.2597676874340022
31116292,2014,2014-10-01,1022015,10.0,MORTGAGE,3,Low,71000,1,6000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.15,B,2,7.05,6184.21,6000.0,0.0,194.03,Northern-Irl,184.21000000000004,0,2014,0.07904642409033877,11.833333333333334
10169503,2014,2014-10-01,1012016,8.0,MORTGAGE,3,Medium,118000,2,26400,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,29.44,8575.81,5313.72,0.0,573.87,Northern-Irl,-17824.190000000002,0,2014,0.07904642409033877,4.46969696969697
28883837,2014,2014-10-01,1012016,10.0,RENT,1,Medium,110000,2,15000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.99,C,3,14.33,5118.3,2895.81,0.0,341.22,leinster,-9881.7,0,2014,0.07904642409033877,7.333333333333333
31888260,2014,2014-10-01,1122015,6.05,RENT,1,Medium,115000,2,35000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,21.19,16018.29,12265.6,0.0,1145.69,ulster,-18981.71,0,2014,0.07904642409033877,3.2857142857142856
31346874,2014,2014-10-01,1102015,10.0,MORTGAGE,3,Low,62400,1,5200,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,12.99,C,3,9.96,5817.12,5200.0,0.0,175.19,leinster,617.1199999999999,0,2014,0.07904642409033877,12.0
3921057,2013,2013-04-01,1032014,10.0,RENT,1,Low,85000,1,27500,60,2,INDIVIDUAL,1,credit_card,1,High,2,BAD LOAN,1,17.27,C,3,13.83,7561.95,3442.14,16.5,687.45,Northern-Irl,-19938.05,1,2013,0.13883089770354906,3.090909090909091
9655327,2013,2013-12-01,1082015,7.0,MORTGAGE,3,Low,60000,1,16000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.98,C,3,23.58,19571.60252,16000.0,0.0,380.48,leinster,3571.6025200000004,0,2013,0.13883089770354906,3.75
33191322,2014,2014-11-01,1052015,5.0,RENT,1,Medium,105000,2,20000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,20.2,E,5,15.38,22052.45,20000.0,0.0,532.11,ulster,2052.4500000000007,0,2014,0.07904642409033877,5.25
4276400,2013,2013-04-01,1042015,9.0,MORTGAGE,3,Low,53000,1,6750,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.9,A,1,14.15,7513.79,6750.0,0.0,211.21,ulster,763.79,0,2013,0.13883089770354906,7.851851851851852
4536825,2013,2013-07-01,1092015,7.0,MORTGAGE,3,Low,62500,1,16375,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.22,C,3,25.22,20185.81197,16375.0,0.0,569.42,leinster,3810.811969999999,0,2013,0.13883089770354906,3.816793893129771
28543113,2014,2014-10-01,1102015,10.0,MORTGAGE,3,Low,80000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.39,A,1,17.78,16130.83,15000.0,0.0,472.75,munster,1130.83,0,2014,0.07904642409033877,5.333333333333333
5618257,2013,2013-06-01,1012016,0.5,MORTGAGE,3,Medium,175000,2,18000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.11,B,2,12.48,18823.91,15055.06,0.0,607.45,cannught,823.9099999999999,0,2013,0.13883089770354906,9.722222222222221
6374638,2013,2013-09-01,1012016,8.0,MORTGAGE,3,Low,90000,1,24000,60,2,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.55,B,2,9.65,14795.09,9505.58,0.0,528.43,Northern-Irl,-9204.91,0,2013,0.13883089770354906,3.75
3015306,2013,2013-01-01,1042015,10.0,RENT,1,Low,53000,1,22000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.29,C,3,30.32,28906.42666,22000.0,0.0,538.4,cannught,6906.426660000001,0,2013,0.13883089770354906,2.409090909090909
8611150,2013,2013-11-01,1082015,6.0,RENT,1,Low,60000,1,3500,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,10.99,B,2,20.16,4015.008165,3500.0,0.0,114.57,ulster,515.0081650000002,0,2013,0.13883089770354906,17.142857142857142
9876975,2013,2013-12-01,1122015,10.0,MORTGAGE,3,Low,49000,1,14000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.99,D,4,22.29,8348.7,4241.9,0.0,347.87,cannught,-5651.299999999999,0,2013,0.13883089770354906,3.5
2090363,2012,2012-11-01,1112015,2.0,RENT,1,Low,81700,1,31300,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,21.0,E,5,25.4,41306.72,30147.37,0.0,1179.23,leinster,10006.720000000001,1,2012,0.15946336078797657,2.610223642172524
6160505,2013,2013-07-01,1022014,10.0,RENT,1,Low,39000,1,16800,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.55,B,2,12.98,17851.24,16800.0,0.0,554.4,ulster,1051.2400000000016,0,2013,0.13883089770354906,2.3214285714285716
838392,2011,2011-08-01,1082014,0.5,RENT,1,Low,60000,1,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.49,A,1,15.74,13431.51249,12000.0,0.0,373.22,ulster,1431.5124899999992,0,2011,0.15083210448704445,5.0
1583873,2012,2012-10-01,1072013,10.0,RENT,1,Low,70000,1,27575,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.0,E,5,12.53,31550.76,27575.0,0.0,1038.89,ulster,3975.7599999999984,0,2012,0.15946336078797657,2.5385312783318223
862882,2011,2011-09-01,1072012,10.0,OWN,2,Low,54000,1,20000,60,2,INDIVIDUAL,1,major_purchase,8,High,2,BAD LOAN,1,19.69,E,5,17.78,6290.94,2131.67,1036.54,526.44,leinster,-13709.060000000001,1,2011,0.15083210448704445,2.7
3382013,2013,2013-02-01,1122015,7.0,RENT,1,Low,70000,1,5000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,19.72,D,4,4.2,6294.47,4637.97,0.0,185.11,ulster,1294.4700000000003,0,2013,0.13883089770354906,14.0
31257033,2014,2014-10-01,1012016,6.0,RENT,1,Low,83000,1,6300,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.15,B,2,11.38,2848.67,2226.0,0.0,203.73,leinster,-3451.33,0,2014,0.07904642409033877,13.174603174603174
35988439,2014,2014-11-01,1122015,1.0,RENT,1,Low,37000,1,5500,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,9.49,B,2,18.46,4111.02,3676.34,0.0,176.16,leinster,-1388.9799999999996,0,2014,0.07904642409033877,6.7272727272727275
802733,2011,2011-07-01,1122012,2.0,MORTGAGE,3,Low,70000,1,6000,36,1,INDIVIDUAL,1,moving,10,Low,1,GOOD LOAN,0,5.42,A,1,6.81,6362.98,6000.0,0.0,180.96,munster,362.97999999999956,0,2011,0.15083210448704445,11.666666666666666
5084694,2013,2013-05-01,1012016,10.0,RENT,1,Low,30000,1,5000,36,1,INDIVIDUAL,1,vacation,11,High,2,GOOD LOAN,0,21.0,E,5,34.08,6027.62,4278.23,0.0,188.38,ulster,1027.62,0,2013,0.13883089770354906,6.0
1854673,2012,2012-11-01,1012016,7.0,MORTGAGE,3,Low,75000,1,25000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,18.75,D,4,30.75,24504.19,13064.45,0.0,645.08,Northern-Irl,-495.8100000000013,0,2012,0.15946336078797657,3.0
506920,2010,2010-04-01,1042011,5.0,MORTGAGE,3,Low,57996,1,8800,36,1,INDIVIDUAL,1,other,4,Low,1,GOOD LOAN,0,7.51,A,1,20.73,9199.75,8800.0,0.0,273.77,Northern-Irl,399.75,0,2010,0.14953933380581147,6.590454545454546
10126746,2013,2013-12-01,1122015,10.0,MORTGAGE,3,Low,67000,1,17000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,19.97,D,4,27.98,10802.04,4883.28,0.0,450.12,cannught,-6197.959999999999,0,2013,0.13883089770354906,3.9411764705882355
738661,2011,2011-05-01,1022013,10.0,MORTGAGE,3,Medium,120000,2,7000,36,1,INDIVIDUAL,1,major_purchase,8,Low,1,GOOD LOAN,0,5.99,A,1,5.41,7541.74,7000.0,0.0,212.93,Northern-Irl,541.7399999999998,0,2011,0.15083210448704445,17.142857142857142
27731168,2014,2014-09-01,1012016,7.0,MORTGAGE,3,Low,85000,1,24000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,18.69,12569.92,9702.34,0.0,785.62,munster,-11430.08,0,2014,0.07904642409033877,3.5416666666666665
1463379,2012,2012-08-01,1032013,3.0,MORTGAGE,3,Low,66000,1,15000,36,1,INDIVIDUAL,1,credit_card,1,High,2,BAD LOAN,1,14.33,C,3,16.38,4325.1,2435.88,722.13,515.08,Northern-Irl,-10674.9,1,2012,0.15946336078797657,4.4
5684665,2013,2013-06-01,1052014,10.0,MORTGAGE,3,Low,88000,1,16000,36,1,INDIVIDUAL,1,credit_card,1,High,2,BAD LOAN,1,19.72,D,4,25.87,6515.74,3936.37,0.0,592.34,leinster,-9484.26,1,2013,0.13883089770354906,5.5
475874,2010,2010-01-01,1012013,5.0,MORTGAGE,3,Low,63000,1,5000,36,1,INDIVIDUAL,1,major_purchase,8,Low,1,GOOD LOAN,0,11.14,B,2,13.75,5905.15,5000.0,0.0,164.02,leinster,905.1499999999996,0,2010,0.14953933380581147,12.6
9038028,2013,2013-12-01,1012016,2.0,MORTGAGE,3,Low,100000,1,15000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,6.62,A,1,16.02,11521.96,10097.79,0.0,460.56,munster,-3478.040000000001,0,2013,0.13883089770354906,6.666666666666667
3335334,2013,2013-02-01,1012015,2.0,RENT,1,Medium,112000,2,14125,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.12,B,2,7.35,16561.19245,14125.0,0.0,469.97,ulster,2436.1924499999986,0,2013,0.13883089770354906,7.929203539823009
31197426,2014,2014-10-01,1012016,9.0,MORTGAGE,3,Medium,127229,2,19200,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.15,B,2,9.39,6114.43,3932.13,0.0,409.37,leinster,-13085.57,0,2014,0.07904642409033877,6.626510416666667
25897440,2014,2014-09-01,1012016,0.5,OWN,2,Low,45000,1,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,18.99,E,5,24.58,7037.12,4510.24,0.0,439.82,ulster,-4962.88,0,2014,0.07904642409033877,3.75
3697427,2013,2013-03-01,1012016,4.0,RENT,1,Low,59000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.31,C,3,25.91,11837.68,9316.74,0.0,348.18,Northern-Irl,1837.6800000000003,0,2013,0.13883089770354906,5.9
3810031,2013,2013-06-01,1012016,7.0,MORTGAGE,3,Low,48000,1,11000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.9,A,1,12.45,10827.99,9291.93,0.0,349.29,cannught,-172.01000000000022,0,2013,0.13883089770354906,4.363636363636363
8375652,2013,2013-10-01,1112015,5.0,MORTGAGE,3,Low,57000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,19.12,23174.4,20000.0,0.0,654.68,leinster,3174.4000000000015,0,2013,0.13883089770354906,2.85
2634927,2013,2013-01-01,1012016,1.0,MORTGAGE,3,Low,95000,1,10000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.14,B,2,14.68,11809.75,9999.99,0.0,328.06,munster,1809.75,0,2013,0.13883089770354906,9.5
4154994,2013,2013-04-01,1092013,1.0,MORTGAGE,3,Medium,140000,2,35000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,21.49,E,5,20.5,9554.04,1707.45,4775.39,956.55,Northern-Irl,-25445.96,1,2013,0.13883089770354906,4.0
28292596,2014,2014-10-01,1012016,10.0,MORTGAGE,3,Low,83000,1,34750,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.29,D,4,20.14,18547.29,12466.44,0.0,1226.69,Northern-Irl,-16202.71,0,2014,0.07904642409033877,2.3884892086330933
1159899,2012,2012-04-01,1022014,1.0,MORTGAGE,3,Low,80000,1,25000,60,2,INDIVIDUAL,1,credit_card,1,High,2,BAD LOAN,1,15.31,C,3,11.88,15177.22,6673.72,2602.59,598.83,cannught,-9822.78,1,2012,0.15946336078797657,3.2
32179134,2014,2014-10-01,1122015,5.0,MORTGAGE,3,Medium,109000,2,14000,36,1,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,13.35,C,3,26.74,6626.74,4793.68,0.0,474.08,cannught,-7373.26,0,2014,0.07904642409033877,7.785714285714286
553994,2010,2010-07-01,1102012,10.0,MORTGAGE,3,Low,70000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.75,B,2,21.12,11584.54,10000.0,0.0,326.21,Northern-Irl,1584.5400000000009,0,2010,0.14953933380581147,7.0
35307142,2014,2014-11-01,1012016,9.0,MORTGAGE,3,Low,43000,1,14000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.31,C,3,29.33,4581.01,2438.24,0.0,328.01,cannught,-9418.99,0,2014,0.07904642409033877,3.0714285714285716
3163865,2013,2013-02-01,1082014,2.0,RENT,1,Low,40000,1,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,19.05,D,4,21.75,8897.63,5146.82,987.95,440.18,leinster,-3102.370000000001,1,2013,0.13883089770354906,3.3333333333333335
29595296,2014,2014-10-01,1012016,10.0,MORTGAGE,3,Low,95000,1,35000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.15,B,2,24.99,17055.67,13306.86,0.0,1131.82,Northern-Irl,-17944.33,0,2014,0.07904642409033877,2.7142857142857144
5636873,2013,2013-08-01,1012016,10.0,MORTGAGE,3,Medium,106000,2,7000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.9,A,1,9.66,6446.12,5489.49,0.0,222.28,munster,-553.8800000000001,0,2013,0.13883089770354906,15.142857142857142
5865154,2013,2013-07-01,1062014,7.0,MORTGAGE,3,Low,40000,1,8400,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.9,A,1,7.47,9000.03,8400.0,0.0,266.73,leinster,600.0300000000007,0,2013,0.13883089770354906,4.761904761904762
1605195,2012,2012-10-01,1022015,6.0,RENT,1,Low,55000,1,13500,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.09,B,2,20.09,16462.2864,13500.0,0.0,461.99,Northern-Irl,2962.286400000001,0,2012,0.15946336078797657,4.074074074074074
347031,2008,2008-05-01,1052011,2.0,RENT,1,Low,57000,1,2500,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.61,D,4,24.17,3015.4,2500.0,0.0,83.77,ulster,515.4000000000001,0,2008,0.19186046511627908,22.8
27460085,2014,2014-09-01,1072015,7.0,RENT,1,Low,49000,1,5000,36,1,INDIVIDUAL,1,medical,9,Low,1,GOOD LOAN,0,12.99,C,3,18.91,5504.17,5000.0,0.0,168.45,ulster,504.1700000000001,0,2014,0.07904642409033877,9.8
